symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
BEML,2164.50,2176.00,2097.40,2118.00,4345.88,LONG,2164.50,4345.88,2118.00,false,-46.50,-2.15
YESBANK,21.13,21.43,21.08,21.10,21.08,SHORT,21.13,21.08,21.08,true,0.05,0.24
ANGELONE,301.60,308.00,300.40,302.00,3018.79,LONG,301.60,3018.79,302.00,false,0.40,0.13
IEX,199.45,201.33,197.34,197.70,198.26,SHORT,199.45,198.26,198.26,true,1.19,0.60
SCHAEFFLER,4000.00,4088.20,3967.30,4005.50,4014.35,LONG,4000.00,4014.35,4014.35,true,14.35,0.36
NEWGEN,1253.05,1265.00,1236.05,1244.10,1260.03,LONG,1253.05,1260.03,1260.03,true,6.98,0.56
ANURAS,995.00,998.10,978.15,989.40,987.69,SHORT,995.00,987.69,987.69,true,7.31,0.73
DCMSHRIRAM,1050.00,1063.00,1036.00,1043.35,1047.30,SHORT,1050.00,1047.30,1047.30,true,2.70,0.26
AADHARHFC,446.95,451.45,438.95,439.80,446.02,SHORT,446.95,446.02,446.02,true,0.93,0.21
REDINGTON,256.95,264.90,256.85,261.45,263.59,LONG,256.95,263.59,263.59,true,6.64,2.58
