symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
CHENNPETRO,1017.70,1056.90,1013.30,1031.40,1070.13,LONG,1017.70,1070.13,1031.40,false,13.70,1.35
CUB,207.70,209.00,198.10,199.20,270.76,LONG,207.70,270.76,199.20,false,-8.50,-4.09
CANBK,146.75,146.95,142.99,143.11,149.48,LONG,146.75,149.48,143.11,false,-3.64,-2.48
HONASA,293.05,295.75,288.65,290.00,290.34,SHORT,293.05,290.34,290.34,true,2.71,0.92
AEGISVOPAK,259.85,261.70,258.50,259.90,263.11,LONG,259.85,263.11,259.90,false,0.05,0.02
JSWDULUX,3400.00,3404.70,3355.00,3395.00,3364.95,SHORT,3400.00,3364.95,3364.95,true,35.05,1.03
MANAPPURAM,281.00,283.40,279.10,282.30,278.80,SHORT,281.00,278.80,282.30,false,-1.30,-0.46
MINDACORP,606.45,607.95,600.10,601.70,609.98,LONG,606.45,609.98,601.70,false,-4.75,-0.78
IPCALAB,1454.40,1468.40,1431.60,1438.30,1429.30,SHORT,1454.40,1429.30,1438.30,false,16.10,1.11
APTUS,289.80,289.80,281.35,281.45,287.92,SHORT,289.80,287.92,287.92,true,1.88,0.65
