symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
ZENTEC,1955.00,1983.00,1923.30,1936.30,1960.11,LONG,1955.00,1960.11,1960.11,true,5.11,0.26
BLUESTARCO,1652.00,1673.90,1625.20,1631.20,1666.17,LONG,1652.00,1666.17,1666.17,true,14.17,0.86
ONESOURCE,2151.00,2248.00,2116.50,2193.20,2148.11,SHORT,2151.00,2148.11,2148.11,true,2.89,0.13
ELECON,645.00,660.30,636.35,638.35,657.76,LONG,645.00,657.76,657.76,true,12.76,1.98
CCL,811.00,811.00,786.20,797.75,810.91,SKIP,,,,,,
BEML,2188.90,2260.00,2147.50,2233.00,4415.41,LONG,2188.90,4415.41,2233.00,false,44.10,2.01
SPLPETRO,810.05,820.90,787.20,803.25,788.29,SHORT,810.05,788.29,788.29,true,21.76,2.69
COHANCE,1002.80,1020.50,986.50,1013.80,994.33,SHORT,1002.80,994.33,994.33,true,8.47,0.84
ANANTRAJ,534.30,545.50,523.40,526.95,543.73,LONG,534.30,543.73,543.73,true,9.43,1.76
UNOMINDA,1053.90,1085.00,1052.60,1065.00,1050.68,SHORT,1053.90,1050.68,1065.00,false,-11.10,-1.05
