symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
PINELABS,152.94,156.60,151.25,152.90,150.69,SHORT,152.94,150.69,152.90,false,0.04,0.03
CPPLUS,3386.60,3408.00,3283.80,3349.80,3386.66,SKIP,,,,,,
DOMS,2206.00,2349.00,2200.00,2322.00,2299.65,LONG,2206.00,2299.65,2299.65,true,93.65,4.25
ACMESOLAR,341.00,345.00,329.00,332.15,342.78,LONG,341.00,342.78,342.78,true,1.78,0.52
ASTERDM,778.90,783.20,761.60,766.50,778.33,SKIP,,,,,,
GODIGIT,297.00,297.10,293.40,294.90,296.29,SHORT,297.00,296.29,296.29,true,0.71,0.24
ANTHEM,771.40,771.60,762.00,766.00,770.15,SHORT,771.40,770.15,770.15,true,1.25,0.16
CONCORDBIO,1380.00,1384.40,1337.30,1339.80,1370.73,SHORT,1380.00,1370.73,1370.73,true,9.27,0.67
BHEL,384.20,394.05,381.90,392.45,384.19,SKIP,,,,,,
CGCL,217.71,220.90,216.50,217.39,219.15,LONG,217.71,219.15,219.15,true,1.44,0.66
