symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
SAPPHIRE,300.05,309.00,293.80,296.80,302.31,LONG,300.05,302.31,302.31,true,2.26,0.75
GODFRYPHLP,2304.00,2333.00,2226.00,2226.00,7102.07,LONG,2304.00,7102.07,2226.00,false,-78.00,-3.39
BEML,1576.00,1576.00,1468.00,1474.00,3144.77,LONG,1576.00,3144.77,1474.00,false,-102.00,-6.47
ZFCVINDIA,2200.00,2208.00,2105.00,2195.00,13149.39,LONG,2200.00,13149.39,2195.00,false,-5.00,-0.23
MPHASIS,2253.40,2262.80,2119.70,2129.20,2379.70,LONG,2253.40,2379.70,2129.20,false,-124.20,-5.51
CONCORDBIO,1736.00,1736.00,1636.55,1650.90,1723.97,SHORT,1736.00,1723.97,1723.97,true,12.03,0.69
GLAND,1564.65,1570.00,1463.00,1475.95,1619.49,LONG,1564.65,1619.49,1475.95,false,-88.70,-5.67
FLUOROCHEM,3869.00,3891.95,3663.65,3868.85,3913.22,LONG,3869.00,3913.22,3868.85,false,-0.15,-0.00
CHENNPETRO,586.40,599.30,568.70,582.90,608.02,LONG,586.40,608.02,582.90,false,-3.50,-0.60
SBFC,92.85,94.24,91.02,92.89,93.87,LONG,92.85,93.87,93.87,true,1.02,1.10
