symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
SAPPHIRE,315.25,326.95,297.05,324.00,326.36,LONG,315.25,326.36,326.36,true,11.11,3.52
VIJAYA,1021.00,1025.95,998.05,1014.95,1038.08,LONG,1021.00,1038.08,1014.95,false,-6.05,-0.59
APTUS,302.00,309.90,299.55,304.80,304.95,LONG,302.00,304.95,304.95,true,2.95,0.98
GODIGIT,310.35,310.80,301.15,305.00,306.71,SHORT,310.35,306.71,306.71,true,3.64,1.17
NH,1581.00,1590.60,1545.15,1586.65,1598.62,LONG,1581.00,1598.62,1586.65,false,5.65,0.36
DCMSHRIRAM,1018.55,1030.45,987.00,1021.70,1024.79,LONG,1018.55,1024.79,1024.79,true,6.24,0.61
MAPMYINDIA,1615.20,1656.95,1582.00,1650.75,1615.30,SKIP,,,,,,
CCL,580.00,582.40,571.30,572.85,585.10,LONG,580.00,585.10,572.85,false,-7.15,-1.23
BLUESTARCO,2055.00,2065.30,1988.00,2020.80,2093.18,LONG,2055.00,2093.18,2020.80,false,-34.20,-1.66
SAGILITY,40.93,42.51,40.30,42.37,42.98,LONG,40.93,42.98,42.37,false,1.44,3.52
