symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
REDINGTON,238.75,248.20,238.60,247.45,253.98,LONG,238.75,253.98,247.45,false,8.70,3.64
MEDANTA,1187.50,1214.50,1176.00,1213.20,1195.24,LONG,1187.50,1195.24,1195.24,true,7.74,0.65
KIRLOSENG,721.50,729.00,711.95,721.25,734.14,LONG,721.50,734.14,721.25,false,-0.25,-0.03
WELCORP,755.10,767.50,747.30,762.35,757.30,LONG,755.10,757.30,757.30,true,2.20,0.29
CRAFTSMAN,4650.00,4799.50,4605.00,4650.20,4761.19,LONG,4650.00,4761.19,4761.19,true,111.19,2.39
ZENSARTECH,677.80,687.20,669.35,686.55,707.13,LONG,677.80,707.13,686.55,false,8.75,1.29
ABDL,308.00,324.30,307.00,324.00,312.92,LONG,308.00,312.92,312.92,true,4.92,1.60
VTL,459.95,488.00,454.80,473.60,459.42,SHORT,459.95,459.42,459.42,true,0.53,0.12
JWL,332.95,344.25,331.50,342.35,348.30,LONG,332.95,348.30,342.35,false,9.40,2.82
GALLANTT,418.45,444.15,415.55,441.75,451.36,LONG,418.45,451.36,441.75,false,23.30,5.57
