symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
ADANIPOWER,158.10,158.69,155.50,157.21,155.06,SHORT,158.10,155.06,157.21,false,0.89,0.56
ZYDUSWELL,470.00,479.70,461.30,471.00,457.06,SHORT,470.00,457.06,471.00,false,-1.00,-0.21
GMDCLTD,605.70,609.20,584.15,589.05,598.47,SHORT,605.70,598.47,598.47,true,7.23,1.19
IGIL,348.95,348.95,337.55,339.10,339.46,SHORT,348.95,339.46,339.46,true,9.49,2.72
TATAINVEST,945.00,955.00,904.00,907.00,970.11,LONG,945.00,970.11,907.00,false,-38.00,-4.02
POWERINDIA,17487.00,17795.00,17320.00,17715.00,17337.48,SHORT,17487.00,17337.48,17337.48,true,149.52,0.86
ANURAS,1130.00,1161.40,1116.20,1126.00,1122.50,SHORT,1130.00,1122.50,1122.50,true,7.50,0.66
GPIL,250.00,251.00,242.00,242.34,246.85,SHORT,250.00,246.85,246.85,true,3.15,1.26
TRAVELFOOD,1373.70,1395.90,1373.60,1387.00,1367.72,SHORT,1373.70,1367.72,1387.00,false,-13.30,-0.97
BANKBARODA,260.00,260.85,257.20,257.75,268.28,LONG,260.00,268.28,257.75,false,-2.25,-0.87
