symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
ONESOURCE,1821.90,1821.90,1760.40,1786.00,1797.09,SHORT,1821.90,1797.09,1797.09,true,24.81,1.36
ABDL,544.90,546.00,536.40,540.25,544.39,SKIP,,,,,,
HEXT,511.00,511.00,504.00,508.50,507.24,SHORT,511.00,507.24,507.24,true,3.76,0.74
NATCOPHARM,1190.00,1202.00,1172.50,1174.90,1178.84,SHORT,1190.00,1178.84,1178.84,true,11.16,0.94
ACMESOLAR,304.40,309.65,302.50,305.80,304.80,LONG,304.40,304.80,304.80,true,0.40,0.13
AADHARHFC,482.50,482.50,474.65,477.30,479.27,SHORT,482.50,479.27,479.27,true,3.23,0.67
AFCONS,321.55,324.60,316.05,317.65,319.90,SHORT,321.55,319.90,319.90,true,1.65,0.51
CIEINDIA,458.90,461.00,455.00,457.80,459.88,LONG,458.90,459.88,459.88,true,0.98,0.21
ADANIENSOL,1485.00,1558.80,1475.10,1538.30,1440.62,SHORT,1485.00,1440.62,1538.30,false,-53.30,-3.59
DATAPATTNS,4114.00,4212.00,4110.00,4137.00,4116.51,SKIP,,,,,,
