symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
MEESHO,190.00,192.80,188.01,189.99,190.33,LONG,190.00,190.33,190.33,true,0.33,0.17
GESHIP,1408.00,1409.70,1376.20,1385.80,1428.97,LONG,1408.00,1428.97,1385.80,false,-22.20,-1.58
ATGL,726.90,728.55,709.00,710.00,726.95,SKIP,,,,,,
CUB,224.65,231.82,223.28,228.10,222.37,SHORT,224.65,222.37,228.10,false,-3.45,-1.54
AJANTPHARM,3390.00,3390.00,3295.50,3314.30,3356.74,SHORT,3390.00,3356.74,3356.74,true,33.26,0.98
CPPLUS,3580.00,3640.00,3481.60,3552.30,3584.59,LONG,3580.00,3584.59,3584.59,true,4.59,0.13
MANKIND,2559.90,2564.50,2520.40,2525.00,2535.15,SHORT,2559.90,2535.15,2535.15,true,24.75,0.97
DOMS,2330.90,2339.00,2302.00,2308.80,2320.23,SHORT,2330.90,2320.23,2320.23,true,10.67,0.46
JSWDULUX,3212.00,3215.80,3093.50,3103.30,3219.61,LONG,3212.00,3219.61,3103.30,false,-108.70,-3.38
POLYMED,1686.00,1688.80,1666.00,1667.10,1691.04,LONG,1686.00,1691.04,1667.10,false,-18.90,-1.12
