symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
ZYDUSWELL,462.50,464.60,450.80,453.15,455.16,SHORT,462.50,455.16,455.16,true,7.34,1.59
CHENNPETRO,771.40,777.80,761.00,764.80,805.55,LONG,771.40,805.55,764.80,false,-6.60,-0.86
GMDCLTD,595.90,635.00,585.20,628.35,594.46,SHORT,595.90,594.46,594.46,true,1.44,0.24
TRAVELFOOD,1380.00,1435.00,1345.00,1348.50,1367.68,SHORT,1380.00,1367.68,1367.68,true,12.32,0.89
ADANIPOWER,149.40,149.98,147.44,148.88,150.04,LONG,149.40,150.04,148.88,false,-0.52,-0.35
TATAINVEST,940.00,944.00,892.00,901.00,9362.50,LONG,940.00,9362.50,901.00,false,-39.00,-4.15
HINDPETRO,437.95,442.05,433.70,435.35,457.68,LONG,437.95,457.68,435.35,false,-2.60,-0.59
MSUMI,45.74,45.88,45.00,45.07,46.00,LONG,45.74,46.00,45.07,false,-0.67,-1.46
USHAMART,448.70,485.00,446.85,482.80,448.45,SKIP,,,,,,
AUROPHARMA,1097.00,1126.30,1095.00,1119.30,1082.23,SHORT,1097.00,1082.23,1119.30,false,-22.30,-2.03
