symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
MEESHO,192.00,195.20,191.72,194.02,193.14,LONG,192.00,193.14,193.14,true,1.14,0.59
AJANTPHARM,3323.90,3365.00,3290.90,3345.30,3330.89,LONG,3323.90,3330.89,3330.89,true,6.99,0.21
ATGL,707.70,750.00,704.35,724.20,702.82,SHORT,707.70,702.82,724.20,false,-16.50,-2.33
GESHIP,1422.00,1431.00,1400.50,1421.10,1416.32,SHORT,1422.00,1416.32,1416.32,true,5.68,0.40
BRIGADE,537.80,575.60,529.60,575.00,522.00,SHORT,537.80,522.00,575.00,false,-37.20,-6.92
CPPLUS,3644.20,3758.20,3607.00,3669.00,3641.43,SKIP,,,,,,
ELGIEQUIP,592.00,594.50,569.40,576.40,585.94,SHORT,592.00,585.94,585.94,true,6.06,1.02
MANKIND,2543.10,2572.00,2510.60,2528.70,2537.42,SHORT,2543.10,2537.42,2537.42,true,5.68,0.22
SONACOMS,676.35,682.20,661.45,668.35,667.64,SHORT,676.35,667.64,667.64,true,8.71,1.29
DCMSHRIRAM,1050.40,1062.50,1049.40,1057.30,1049.52,SKIP,,,,,,
