symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
ZYDUSWELL,515.90,530.90,497.80,506.90,521.74,LONG,515.90,521.74,521.74,true,5.84,1.13
ATHERENERG,560.00,589.00,557.10,586.10,563.06,LONG,560.00,563.06,563.06,true,3.06,0.55
NIVABUPA,82.50,82.71,82.00,82.37,82.14,SHORT,82.50,82.14,82.14,true,0.36,0.44
JSL,766.00,783.00,756.00,779.60,762.13,SHORT,766.00,762.13,762.13,true,3.87,0.51
CHENNPETRO,715.50,720.40,709.10,710.60,747.23,LONG,715.50,747.23,710.60,false,-4.90,-0.68
CLEAN,1185.10,1199.00,1175.50,1177.60,1195.85,LONG,1185.10,1195.85,1195.85,true,10.75,0.91
PTCIL,15518.00,15540.00,14759.00,14937.00,15344.26,SHORT,15518.00,15344.26,15344.26,true,173.74,1.12
STARHEALTH,448.00,457.30,445.55,450.00,448.39,SKIP,,,,,,
ENDURANCE,2911.90,2934.80,2871.20,2878.20,2890.33,SHORT,2911.90,2890.33,2890.33,true,21.57,0.74
BELRISE,153.71,159.90,153.17,157.10,154.61,LONG,153.71,154.61,154.61,true,0.90,0.59
