symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
ZFCVINDIA,2503.00,2641.00,2487.00,2585.00,14955.34,LONG,2503.00,14955.34,2585.00,false,82.00,3.28
SHYAMMETL,797.00,821.65,797.00,819.80,801.79,LONG,797.00,801.79,801.79,true,4.79,0.60
JAINREC,404.00,409.00,396.50,399.75,401.09,SHORT,404.00,401.09,401.09,true,2.91,0.72
PINELABS,223.99,245.90,223.99,242.00,223.72,SHORT,223.99,223.72,242.00,false,-18.01,-8.04
GALLANTT,522.75,528.95,509.00,520.70,513.46,SHORT,522.75,513.46,513.46,true,9.29,1.78
GODIGIT,342.55,345.05,336.85,343.05,343.84,LONG,342.55,343.84,343.84,true,1.29,0.38
LODHA,1078.60,1092.70,1071.40,1091.10,1062.60,SHORT,1078.60,1062.60,1091.10,false,-12.50,-1.16
SPLPETRO,636.75,638.45,620.05,629.15,635.68,SHORT,636.75,635.68,635.68,true,1.07,0.17
SAILIFE,878.10,923.90,874.80,919.75,873.93,SHORT,878.10,873.93,919.75,false,-41.65,-4.74
CAPLIPOINT,1908.00,1934.00,1908.00,1928.40,1902.27,SHORT,1908.00,1902.27,1928.40,false,-20.40,-1.07
