symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
HONASA,304.10,306.20,295.25,301.95,305.22,LONG,304.10,305.22,305.22,true,1.12,0.37
ABLBL,111.50,112.30,110.11,110.39,111.71,LONG,111.50,111.71,111.71,true,0.21,0.19
PAGEIND,33345.00,33810.00,33230.00,33660.00,33457.69,LONG,33345.00,33457.69,33457.69,true,112.69,0.34
CANHLIFE,154.90,154.90,149.76,151.85,155.57,LONG,154.90,155.57,151.85,false,-3.05,-1.97
RAMCOCEM,1140.00,1170.90,1131.80,1163.30,1141.59,LONG,1140.00,1141.59,1141.59,true,1.59,0.14
BHARTIARTL,2028.00,2038.50,2014.20,2019.80,2018.51,SHORT,2028.00,2018.51,2018.51,true,9.49,0.47
GICRE,370.65,377.15,370.35,374.65,386.73,LONG,370.65,386.73,374.65,false,4.00,1.08
PATANJALI,524.90,535.95,521.85,528.00,522.97,SHORT,524.90,522.97,522.97,true,1.93,0.37
NUVOCO,336.00,338.60,332.40,337.85,336.21,SKIP,,,,,,
NIVABUPA,75.65,76.86,75.65,76.54,76.07,LONG,75.65,76.07,76.07,true,0.42,0.56
