symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
GPIL,300.00,307.25,298.15,305.75,297.66,SHORT,300.00,297.66,305.75,false,-5.75,-1.92
CESC,185.61,197.20,182.39,191.97,185.80,LONG,185.61,185.80,185.80,true,0.19,0.10
THELEELA,428.25,433.45,420.80,432.05,420.59,SHORT,428.25,420.59,432.05,false,-3.80,-0.89
INDGN,505.00,534.25,505.00,531.30,499.14,SHORT,505.00,499.14,531.30,false,-26.30,-5.21
EMCURE,1710.00,1806.40,1686.20,1788.30,1688.87,SHORT,1710.00,1688.87,1688.87,true,21.13,1.24
APARINDS,12545.00,12550.00,12115.00,12437.00,12508.77,SHORT,12545.00,12508.77,12508.77,true,36.23,0.29
NAVINFLUOR,6855.00,6978.00,6755.50,6795.50,6888.14,LONG,6855.00,6888.14,6888.14,true,33.14,0.48
JUBLPHARMA,931.05,943.70,927.25,930.75,928.58,SHORT,931.05,928.58,928.58,true,2.47,0.27
MAXHEALTH,993.05,1021.00,992.00,1012.20,990.08,SHORT,993.05,990.08,1012.20,false,-19.15,-1.93
ACUTAAS,2629.70,2693.20,2538.00,2670.20,2584.00,SHORT,2629.70,2584.00,2584.00,true,45.70,1.74
