symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
CPPLUS,3659.00,3709.80,3571.70,3576.40,3699.63,LONG,3659.00,3699.63,3699.63,true,40.63,1.11
MEESHO,192.21,192.94,186.30,188.19,192.37,SKIP,,,,,,
BLUEJET,525.50,552.00,513.10,549.45,523.10,SHORT,525.50,523.10,523.10,true,2.40,0.46
JSWENERGY,583.50,585.25,567.90,568.90,581.12,SHORT,583.50,581.12,581.12,true,2.38,0.41
AJANTPHARM,3422.70,3506.90,3316.00,3338.10,3369.97,SHORT,3422.70,3369.97,3369.97,true,52.73,1.54
CEMPRO,1305.70,1363.60,1292.00,1363.60,1289.65,SHORT,1305.70,1289.65,1363.60,false,-57.90,-4.43
POLYMED,1691.00,1709.30,1659.00,1665.00,1682.79,SHORT,1691.00,1682.79,1682.79,true,8.21,0.49
GESHIP,1484.60,1509.20,1415.20,1419.30,1478.00,SHORT,1484.60,1478.00,1478.00,true,6.60,0.44
HONASA,455.60,473.35,455.60,465.15,452.56,SHORT,455.60,452.56,465.15,false,-9.55,-2.10
SONACOMS,623.00,628.00,615.40,619.50,617.45,SHORT,623.00,617.45,617.45,true,5.55,0.89
