symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
REDINGTON,235.40,259.10,235.40,252.40,252.51,LONG,235.40,252.51,252.51,true,17.11,7.27
ABDL,307.00,334.15,306.50,329.00,322.60,LONG,307.00,322.60,322.60,true,15.60,5.08
SONATSOFTW,383.05,389.00,362.70,365.00,398.65,LONG,383.05,398.65,365.00,false,-18.05,-4.71
ONESOURCE,1580.00,1612.30,1552.60,1582.30,1616.13,LONG,1580.00,1616.13,1582.30,false,2.30,0.15
PARADEEP,133.00,142.20,132.20,142.01,141.57,LONG,133.00,141.57,141.57,true,8.57,6.44
MEDANTA,1155.10,1186.80,1151.00,1169.10,1205.14,LONG,1155.10,1205.14,1169.10,false,14.00,1.21
LEMONTREE,129.99,131.76,128.09,129.75,135.82,LONG,129.99,135.82,129.75,false,-0.24,-0.18
ETERNAL,222.00,229.00,222.00,226.95,230.27,LONG,222.00,230.27,226.95,false,4.95,2.23
MAXHEALTH,1091.30,1130.90,1090.00,1128.10,1123.15,LONG,1091.30,1123.15,1123.15,true,31.85,2.92
EXIDEIND,350.50,361.70,350.50,361.15,368.75,LONG,350.50,368.75,361.15,false,10.65,3.04
