symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
CHENNPETRO,1021.10,1041.50,974.30,982.30,1088.33,LONG,1021.10,1088.33,982.30,false,-38.80,-3.80
HONASA,289.65,293.45,286.65,286.95,291.70,LONG,289.65,291.70,291.70,true,2.05,0.71
MRPL,171.09,173.15,165.98,166.33,177.74,LONG,171.09,177.74,166.33,false,-4.76,-2.78
IPCALAB,1427.00,1455.50,1426.90,1444.90,1445.18,LONG,1427.00,1445.18,1445.18,true,18.18,1.27
JSWDULUX,3393.00,3423.50,3364.00,3386.90,3384.16,SHORT,3393.00,3384.16,3384.16,true,8.84,0.26
AEGISVOPAK,261.95,268.20,253.50,262.40,259.72,SHORT,261.95,259.72,259.72,true,2.23,0.85
CANBK,142.61,143.42,140.33,141.09,149.50,LONG,142.61,149.50,141.09,false,-1.52,-1.07
SWIGGY,395.50,396.45,383.85,385.35,399.33,LONG,395.50,399.33,385.35,false,-10.15,-2.57
LLOYDSME,1259.80,1259.80,1219.40,1224.30,1258.60,SKIP,,,,,,
HOMEFIRST,1186.10,1186.10,1165.60,1170.20,1184.77,SHORT,1186.10,1184.77,1184.77,true,1.33,0.11
