symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
MEESHO,187.00,194.10,183.60,189.79,190.37,LONG,187.00,190.37,190.37,true,3.37,1.80
GESHIP,1437.00,1454.60,1405.00,1408.50,1432.21,SHORT,1437.00,1432.21,1432.21,true,4.79,0.33
ATGL,726.00,734.35,719.40,725.55,726.38,SKIP,,,,,,
AJANTPHARM,3350.50,3420.00,3306.90,3369.50,3353.50,SKIP,,,,,,
CPPLUS,3588.40,3645.00,3526.10,3614.50,3570.12,SHORT,3588.40,3570.12,3570.12,true,18.28,0.51
POLYMED,1689.90,1712.00,1665.90,1688.50,1725.61,LONG,1689.90,1725.61,1688.50,false,-1.40,-0.08
DOMS,2320.00,2342.00,2300.50,2333.00,2323.19,LONG,2320.00,2323.19,2323.19,true,3.19,0.14
CUB,212.00,225.00,212.00,224.61,217.40,LONG,212.00,217.40,217.40,true,5.40,2.55
MANKIND,2533.20,2550.00,2508.00,2544.20,2508.90,SHORT,2533.20,2508.90,2508.90,true,24.30,0.96
WOCKPHARMA,1938.00,1945.90,1905.10,1913.60,1952.94,LONG,1938.00,1952.94,1913.60,false,-24.40,-1.26
