date,0915_open,0915_high,0915_low,0915_close,0915_volume,1518_open,1518_high,1518_low,1518_close,1518_volume,day_high,day_low
2025-01-01,768,773,767.2,767.6,2062,772.3,773.35,770.7,773.35,2050,776.5,765.0
2025-01-02,778.9,784,778.5,779.45,942,794,794.7,792.8,793.5,2234,795.5,771.5
2025-01-03,800.5,800.5,794.5,797.9,1272,789.95,789.95,788.95,788.95,1112,805.5,787.5
2025-01-06,799.2,799.2,787.5,789.5,4920,755.5,755.8,754.6,755.8,1058,799.2,750.5
2025-01-07,759.85,760.3,757.5,760.3,1366,765.8,765.8,765,765.7,352,773.0,755.7
2025-01-08,769.75,769.8,766.9,767.35,248,758.5,758.5,757.6,758.4,228,769.8,752.5
2025-01-09,757.4,759,755.5,759,588,747.2,747.85,746.2,747,2038,764.0,746.0
2025-01-10,745.6,757,741.9,741.9,812,733.4,733.4,732.05,732.05,1410,757.0,725.5
2025-01-13,721.3,721.3,716.5,719.15,1158,700.15,703.4,700.15,702.7,726,726.6,697.5
2025-01-14,712.3,715.5,709.9,712.8,2478,784.2,793,783.55,789.8,23916,802.5,703.75
2025-01-15,776.05,776.1,766.95,769.5,10168,778.55,778.8,776.2,778.5,2460,786.0,757.5
2025-01-16,786.2,789.7,784.2,789,3206,753.45,755.45,752.9,755.45,6612,799.5,751.1
2025-01-17,756.3,759.9,752.5,754.3,4348,755.9,756,754.6,756,380,764.8,752.05
2025-01-20,755,767.5,753.75,758.45,3860,765.9,767,765.5,765.5,852,768.5,753.75
2025-01-21,787.5,787.5,771.55,776,16034,764,764.3,761.5,763.6,9192,805.0,757.6
2025-01-22,763.5,768.7,754.05,754.05,4018,760.4,760.4,759.15,759.2,298,768.7,745.0
2025-01-23,765.05,769.4,759.7,761.5,890,755.5,755.7,753.6,755.5,3206,769.4,753.4
2025-01-24,766.4,766.4,758.5,758.5,7430,738.4,738.95,736.2,737.8,4260,766.4,735.0
2025-01-27,735,735,718.5,726.7,13426,694.45,694.45,691.6,694,5112,735.0,687.9
2025-01-28,686,694.2,682.55,691.75,4412,680.95,681.6,680.6,681.1,560,698.3,663.0
2025-01-29,677.5,687,677.5,687,1150,699.4,700.3,698.35,700.3,2188,726.0,677.5
2025-01-30,705.1,716,705,711.7,8886,755.5,756,754,754,4070,782.5,705.0
2025-01-31,764.6,788,764.15,773.75,10592,798.7,802.9,798.7,802.9,4171,824.0,764.15
2025-02-01,810,813,805,805,7651,781.9,782.35,781,782.35,1425,818.9,780.2
2025-02-03,765.7,771,758.25,769.9,9314,731.55,732.6,730.65,732.4,2327,783.85,726.05
2025-02-04,749,754.45,745,746.7,6304,734.2,734.2,731.55,731.75,1943,759.95,724.85
2025-02-05,738,740.75,737.6,739.8,1919,733.75,733.95,732,732.3,2728,745.6,729.4
2025-02-06,733,738.8,727.05,730.4,3874,724.25,724.25,722.7,724,351,739.5,719.15
2025-02-07,723,725.15,721.05,723,1849,712.85,712.85,710.6,711.65,3649,728.0,701.0
2025-02-10,715.65,721.45,715.65,717.05,4266,682.7,684.85,682.25,684.75,1890,721.45,679.1
2025-02-11,683,684.9,680.15,681.8,2026,657.3,658,656.5,656.5,849,684.9,653.0
2025-02-12,653.2,653.2,645.55,653,8184,622.8,623.9,622.8,623.85,2613,654.95,595.25
2025-02-13,625,648.2,625,646,7409,631.1,631.1,629.15,629.8,1837,652.9,625.0
2025-02-14,635,639.45,630.3,631.25,7581,596.75,597.3,595.05,597.3,4603,639.45,590.2
2025-02-17,593,593,576.25,578.55,6802,586.3,591.45,585.4,588.85,11545,601.8,565.7
2025-02-18,585,594.45,585,593.95,5018,567,567,565,565.95,5452,606.9,557.0
