date,trade_count,target_hit_count,target_hit_percent,total_pnl_percent,average_pnl_percent
2025-02-01,22,13,59.09,-2.31,-0.11
2025-02-03,21,12,57.14,-3.21,-0.15
2025-02-04,22,12,54.55,-4.22,-0.19
2025-02-05,23,13,56.52,-3.54,-0.15
2025-02-06,22,13,59.09,0.94,0.04
2025-02-07,22,13,59.09,0.77,0.03
2025-02-10,20,13,65.00,3.72,0.19
2025-02-11,21,14,66.67,5.56,0.26
2025-02-12,22,14,63.64,2.83,0.13
2025-02-13,22,15,68.18,7.45,0.34
2025-02-14,22,15,68.18,7.02,0.32
2025-02-17,20,14,70.00,5.28,0.26
2025-02-18,21,15,71.43,5.58,0.27
2025-02-19,22,16,72.73,6.28,0.29
2025-02-20,22,17,77.27,6.55,0.30
2025-02-21,22,17,77.27,5.78,0.26
2025-02-24,20,16,80.00,6.68,0.33
2025-02-25,21,16,76.19,3.63,0.17
2025-02-27,21,16,76.19,3.67,0.17
2025-02-28,21,16,76.19,2.93,0.14
2025-03-03,18,14,77.78,3.70,0.21
2025-03-04,18,14,77.78,3.30,0.18
2025-03-05,19,15,78.95,4.40,0.23
2025-03-06,19,15,78.95,2.60,0.14
2025-03-07,19,14,73.68,1.78,0.09
2025-03-10,18,13,72.22,1.66,0.09
2025-03-11,19,14,73.68,1.80,0.09
2025-03-12,20,15,75.00,2.75,0.14
2025-03-13,20,15,75.00,1.02,0.05
2025-03-17,17,13,76.47,2.25,0.13
2025-03-18,17,13,76.47,2.25,0.13
2025-03-19,18,14,77.78,2.94,0.16
2025-03-20,18,13,72.22,1.95,0.11
2025-03-21,18,13,72.22,2.01,0.11
2025-03-24,16,11,68.75,1.04,0.07
2025-03-25,17,12,70.59,1.94,0.11
2025-03-26,17,12,70.59,1.94,0.11
2025-03-27,17,13,76.47,5.72,0.34
2025-03-28,17,14,82.35,6.52,0.38
2025-04-01,17,14,82.35,6.25,0.37
2025-04-02,17,14,82.35,6.25,0.37
2025-04-03,17,14,82.35,6.10,0.36
2025-04-04,17,14,82.35,6.06,0.36
2025-04-07,15,14,93.33,11.39,0.76
2025-04-08,16,15,93.75,18.38,1.15
2025-04-09,17,16,94.12,22.29,1.31
2025-04-11,16,14,87.50,18.93,1.18
2025-04-15,15,13,86.67,21.88,1.46
2025-04-16,16,13,81.25,17.22,1.08
2025-04-17,17,14,82.35,18.83,1.11
2025-04-21,14,12,85.71,18.00,1.29
2025-04-22,15,13,86.67,20.35,1.36
2025-04-23,16,14,87.50,21.25,1.33
2025-04-24,15,13,86.67,20.35,1.36
2025-04-25,15,13,86.67,20.35,1.36
2025-04-28,13,11,84.62,18.19,1.40
2025-04-29,14,12,85.71,20.47,1.46
2025-04-30,15,13,86.67,21.04,1.40
2025-05-02,16,14,87.50,21.99,1.37
2025-05-05,14,12,85.71,19.34,1.38
2025-05-06,15,13,86.67,21.61,1.44
2025-05-07,16,14,87.50,21.99,1.37
2025-05-08,16,14,87.50,15.12,0.94
2025-05-09,16,14,87.50,11.96,0.75
2025-05-12,15,14,93.33,15.85,1.06
2025-05-13,16,14,87.50,18.28,1.14
2025-05-14,17,15,88.24,18.80,1.11
2025-05-15,17,15,88.24,18.80,1.11
2025-05-16,17,16,94.12,23.75,1.40
2025-05-19,16,15,93.75,22.00,1.38
2025-05-20,17,15,88.24,19.98,1.18
2025-05-21,17,15,88.24,19.98,1.18
2025-05-22,17,15,88.24,18.41,1.08
2025-05-23,17,15,88.24,17.65,1.04
2025-05-26,17,15,88.24,17.42,1.02
2025-05-27,18,16,88.89,17.67,0.98
2025-05-28,19,17,89.47,17.95,0.94
2025-05-29,19,17,89.47,16.54,0.87
2025-05-30,19,17,89.47,17.50,0.92
2025-06-02,18,16,88.89,15.59,0.87
2025-06-03,19,16,84.21,16.15,0.85
2025-06-04,20,17,85.00,16.60,0.83
2025-06-05,20,17,85.00,14.63,0.73
2025-06-06,20,17,85.00,14.53,0.73
2025-06-09,18,15,83.33,8.61,0.48
2025-06-10,18,15,83.33,8.61,0.48
2025-06-11,19,16,84.21,9.10,0.48
2025-06-12,19,17,89.47,7.01,0.37
2025-06-13,19,17,89.47,6.81,0.36
2025-06-16,18,15,83.33,6.36,0.35
2025-06-17,19,16,84.21,6.47,0.34
2025-06-18,20,17,85.00,6.66,0.33
2025-06-19,20,17,85.00,6.63,0.33
2025-06-20,21,17,80.95,4.71,0.22
2025-06-23,19,15,78.95,4.52,0.24
2025-06-24,19,15,78.95,4.52,0.24
2025-06-25,20,15,75.00,3.39,0.17
2025-06-26,20,14,70.00,1.37,0.07
2025-06-27,20,14,70.00,1.62,0.08
2025-06-30,17,11,64.71,-1.99,-0.12
2025-07-01,18,12,66.67,-1.75,-0.10
2025-07-02,19,13,68.42,-0.61,-0.03
2025-07-03,19,14,73.68,-0.97,-0.05
2025-07-04,19,14,73.68,-1.09,-0.06
2025-07-07,17,12,70.59,-1.26,-0.07
2025-07-08,18,13,72.22,-1.03,-0.06
2025-07-09,19,14,73.68,0.66,0.03
2025-07-10,20,14,70.00,1.31,0.07
2025-07-11,20,13,65.00,-0.11,-0.01
2025-07-14,18,11,61.11,-2.69,-0.15
2025-07-15,19,11,57.89,-4.37,-0.23
2025-07-16,20,12,60.00,-4.19,-0.21
2025-07-17,20,11,55.00,-3.62,-0.18
2025-07-18,20,11,55.00,-3.30,-0.16
2025-07-21,18,11,61.11,-0.19,-0.01
2025-07-22,18,11,61.11,-0.19,-0.01
2025-07-23,19,12,63.16,0.07,0.00
2025-07-24,20,12,60.00,0.12,0.01
2025-07-25,20,12,60.00,0.21,0.01
2025-07-28,18,11,61.11,1.45,0.08
2025-07-29,19,11,57.89,-1.60,-0.08
2025-07-30,20,11,55.00,-1.04,-0.05
2025-07-31,19,10,52.63,-1.28,-0.07
2025-08-01,19,9,47.37,-4.17,-0.22
2025-08-04,17,6,35.29,-9.48,-0.56
2025-08-05,18,6,33.33,-10.64,-0.59
2025-08-06,19,7,36.84,-10.46,-0.55
2025-08-07,18,6,33.33,-10.69,-0.59
2025-08-08,18,5,27.78,-12.44,-0.69
2025-08-11,15,5,33.33,-10.45,-0.70
2025-08-12,16,5,31.25,-11.75,-0.73
2025-08-13,17,5,29.41,-13.74,-0.81
2025-08-14,17,6,35.29,-11.77,-0.69
2025-08-18,14,4,28.57,-12.63,-0.90
2025-08-19,15,4,26.67,-15.73,-1.05
2025-08-20,16,4,25.00,-19.80,-1.24
2025-08-21,17,4,23.53,-20.19,-1.19
2025-08-22,17,4,23.53,-20.27,-1.19
2025-08-25,16,4,25.00,-20.72,-1.30
2025-08-26,17,5,29.41,-20.12,-1.18
2025-08-28,17,5,29.41,-20.16,-1.19
2025-08-29,17,6,35.29,-18.80,-1.11
2025-09-01,16,7,43.75,-11.28,-0.71
2025-09-02,17,7,41.18,-11.74,-0.69
2025-09-03,18,8,44.44,-9.63,-0.54
2025-09-04,18,9,50.00,-7.48,-0.42
2025-09-05,18,9,50.00,-5.66,-0.31
2025-09-08,18,9,50.00,-6.66,-0.37
2025-09-09,19,10,52.63,-6.42,-0.34
2025-09-10,20,11,55.00,-5.68,-0.28
2025-09-11,20,11,55.00,-10.88,-0.54
2025-09-12,20,12,60.00,-8.03,-0.40
2025-09-15,18,10,55.56,-8.96,-0.50
2025-09-16,19,11,57.89,-8.76,-0.46
2025-09-17,19,11,57.89,-8.76,-0.46
2025-09-18,19,11,57.89,-5.64,-0.30
2025-09-19,19,12,63.16,-1.08,-0.06
2025-09-22,17,11,64.71,-1.63,-0.10
2025-09-23,18,12,66.67,-0.76,-0.04
2025-09-24,19,13,68.42,-0.29,-0.02
2025-09-25,19,13,68.42,-0.22,-0.01
2025-09-26,18,13,72.22,2.87,0.16
2025-09-29,16,11,68.75,-0.56,-0.04
2025-09-30,17,12,70.59,0.20,0.01
2025-10-01,18,13,72.22,0.69,0.04
2025-10-03,17,13,76.47,-0.43,-0.03
2025-10-06,15,12,80.00,-1.31,-0.09
2025-10-07,16,13,81.25,-1.03,-0.06
2025-10-08,17,14,82.35,-0.91,-0.05
2025-10-09,17,14,82.35,-0.86,-0.05
2025-10-10,17,14,82.35,-1.47,-0.09
2025-10-13,16,14,87.50,5.49,0.34
2025-10-14,17,15,88.24,5.65,0.33
2025-10-15,18,16,88.89,5.84,0.32
2025-10-16,18,16,88.89,5.94,0.33
2025-10-17,19,17,89.47,6.93,0.36
2025-10-20,17,17,100.00,9.70,0.57
2025-10-21,18,18,100.00,9.80,0.54
2025-10-23,18,17,94.44,8.73,0.49
2025-10-24,18,16,88.89,6.03,0.34
2025-10-27,18,16,88.89,9.33,0.52
2025-10-28,19,16,84.21,10.12,0.53
2025-10-29,20,17,85.00,10.27,0.51
2025-10-30,20,17,85.00,9.94,0.50
2025-10-31,20,17,85.00,10.77,0.54
2025-11-03,19,16,84.21,9.40,0.49
2025-11-04,20,16,80.00,8.37,0.42
2025-11-06,20,15,75.00,7.37,0.37
2025-11-07,20,15,75.00,7.47,0.37
2025-11-10,18,13,72.22,6.25,0.35
2025-11-11,19,14,73.68,6.78,0.36
2025-11-12,20,14,70.00,4.95,0.25
2025-11-13,20,14,70.00,6.21,0.31
2025-11-14,20,14,70.00,6.75,0.34
2025-11-17,18,12,66.67,4.55,0.25
2025-11-18,19,13,68.42,5.14,0.27
2025-11-19,20,14,70.00,6.64,0.33
2025-11-20,20,14,70.00,6.89,0.34
2025-11-21,20,15,75.00,7.62,0.38
2025-11-24,19,15,78.95,6.61,0.35
2025-11-25,20,15,75.00,3.30,0.16
2025-11-26,21,15,71.43,1.40,0.07
2025-11-27,21,16,76.19,1.26,0.06
2025-11-28,21,15,71.43,-0.41,-0.02
2025-12-01,19,13,68.42,-2.13,-0.11
2025-12-02,20,14,70.00,-1.51,-0.08
2025-12-03,21,15,71.43,-1.13,-0.05
2025-12-04,21,16,76.19,0.18,0.01
2025-12-05,21,17,80.95,1.12,0.05
2025-12-08,20,16,80.00,0.65,0.03
2025-12-09,21,17,80.95,1.05,0.05
2025-12-10,22,18,81.82,1.21,0.06
2025-12-11,22,17,77.27,-1.62,-0.07
2025-12-12,22,18,81.82,0.67,0.03
2025-12-15,20,16,80.00,-1.18,-0.06
2025-12-16,21,17,80.95,-1.00,-0.05
2025-12-17,22,18,81.82,-0.62,-0.03
2025-12-18,22,18,81.82,-0.65,-0.03
