date,trade_count,target_hit_count,target_hit_percent,total_pnl_percent,average_pnl_percent
2025-02-01,21,16,76.19,2.81,0.13
2025-02-03,20,16,80.00,3.95,0.20
2025-02-04,21,16,76.19,0.92,0.04
2025-02-05,22,17,77.27,1.11,0.05
2025-02-06,23,18,78.26,1.26,0.05
2025-02-07,23,18,78.26,1.23,0.05
2025-02-10,21,16,76.19,-0.40,-0.02
2025-02-11,22,17,77.27,0.17,0.01
2025-02-12,23,17,73.91,-1.99,-0.09
2025-02-13,23,17,73.91,-1.93,-0.08
2025-02-14,23,17,73.91,-1.81,-0.08
2025-02-17,20,15,75.00,-2.32,-0.12
2025-02-18,21,16,76.19,-1.51,-0.07
2025-02-19,22,17,77.27,-1.01,-0.05
2025-02-20,22,17,77.27,-1.72,-0.08
2025-02-21,22,17,77.27,-1.85,-0.08
2025-02-24,20,15,75.00,-1.94,-0.10
2025-02-25,21,15,71.43,-5.36,-0.26
2025-02-27,21,16,76.19,-2.77,-0.13
2025-02-28,21,15,71.43,-3.29,-0.16
2025-03-03,19,15,78.95,-1.34,-0.07
2025-03-04,19,15,78.95,-0.48,-0.03
2025-03-05,20,16,80.00,0.37,0.02
2025-03-06,20,16,80.00,1.48,0.07
2025-03-07,20,16,80.00,2.46,0.12
2025-03-10,18,14,77.78,2.07,0.11
2025-03-11,19,14,73.68,-0.59,-0.03
2025-03-12,20,14,70.00,-1.63,-0.08
2025-03-13,20,13,65.00,-3.01,-0.15
2025-03-17,18,12,66.67,-1.01,-0.06
2025-03-18,19,13,68.42,-0.54,-0.03
2025-03-19,20,13,65.00,-2.21,-0.11
2025-03-20,20,12,60.00,-7.97,-0.40
2025-03-21,20,12,60.00,-7.33,-0.37
2025-03-24,18,10,55.56,-8.41,-0.47
2025-03-25,19,11,57.89,-7.74,-0.41
2025-03-26,20,12,60.00,-7.09,-0.35
2025-03-27,20,13,65.00,-3.05,-0.15
2025-03-28,20,13,65.00,-3.29,-0.16
2025-04-01,19,13,68.42,-3.93,-0.21
2025-04-02,20,14,70.00,-3.29,-0.16
2025-04-03,20,14,70.00,-4.08,-0.20
2025-04-04,20,14,70.00,-3.68,-0.18
2025-04-07,18,13,72.22,-2.69,-0.15
2025-04-08,19,13,68.42,-1.09,-0.06
2025-04-09,20,13,65.00,-1.07,-0.05
2025-04-11,19,14,73.68,3.25,0.17
2025-04-15,18,13,72.22,3.70,0.21
2025-04-16,19,13,68.42,2.71,0.14
2025-04-17,19,13,68.42,3.62,0.19
2025-04-21,16,12,75.00,8.94,0.56
2025-04-22,17,13,76.47,10.04,0.59
2025-04-23,18,14,77.78,11.34,0.63
2025-04-24,18,13,72.22,8.55,0.48
2025-04-25,18,13,72.22,8.98,0.50
2025-04-28,16,11,68.75,8.40,0.53
2025-04-29,17,12,70.59,8.96,0.53
2025-04-30,18,13,72.22,9.28,0.52
2025-05-02,18,13,72.22,8.97,0.50
2025-05-05,16,11,68.75,8.19,0.51
2025-05-06,17,11,64.71,9.16,0.54
2025-05-07,18,12,66.67,9.76,0.54
2025-05-08,18,13,72.22,8.56,0.48
2025-05-09,18,14,77.78,9.36,0.52
2025-05-12,17,14,82.35,9.87,0.58
2025-05-13,18,14,77.78,3.50,0.19
2025-05-14,19,14,73.68,0.46,0.02
2025-05-15,20,15,75.00,0.94,0.05
2025-05-16,20,16,80.00,2.19,0.11
2025-05-19,19,15,78.95,0.67,0.04
2025-05-20,20,16,80.00,1.23,0.06
2025-05-21,21,17,80.95,1.67,0.08
2025-05-22,20,16,80.00,0.57,0.03
2025-05-23,20,15,75.00,-1.03,-0.05
2025-05-26,18,13,72.22,-0.50,-0.03
2025-05-27,19,13,68.42,-1.04,-0.05
2025-05-28,20,14,70.00,-0.66,-0.03
2025-05-29,20,14,70.00,-0.07,-0.00
2025-05-30,20,13,65.00,-2.72,-0.14
2025-06-02,19,12,63.16,-4.53,-0.24
2025-06-03,20,13,65.00,-4.32,-0.22
2025-06-04,21,14,66.67,-4.22,-0.20
2025-06-05,21,14,66.67,-6.32,-0.30
2025-06-06,20,13,65.00,-6.92,-0.35
2025-06-09,18,11,61.11,-8.90,-0.49
2025-06-10,19,12,63.16,-8.78,-0.46
2025-06-11,20,13,65.00,-8.54,-0.43
2025-06-12,20,14,70.00,-1.97,-0.10
2025-06-13,20,15,75.00,1.29,0.06
2025-06-16,18,12,66.67,13.10,0.73
2025-06-17,19,13,68.42,13.90,0.73
2025-06-18,20,14,70.00,14.44,0.72
2025-06-19,19,13,68.42,13.88,0.73
2025-06-20,19,13,68.42,14.19,0.75
2025-06-23,18,14,77.78,14.65,0.81
2025-06-24,19,15,78.95,15.06,0.79
2025-06-25,20,16,80.00,16.46,0.82
2025-06-26,20,17,85.00,17.29,0.86
2025-06-27,20,17,85.00,17.53,0.88
2025-06-30,18,16,88.89,18.93,1.05
2025-07-01,19,16,84.21,18.45,0.97
2025-07-02,19,16,84.21,18.45,0.97
2025-07-03,19,16,84.21,18.50,0.97
2025-07-04,19,16,84.21,19.18,1.01
2025-07-07,18,16,88.89,19.82,1.10
2025-07-08,19,17,89.47,20.28,1.07
2025-07-09,20,17,85.00,19.20,0.96
2025-07-10,20,17,85.00,19.51,0.98
2025-07-11,20,17,85.00,19.47,0.97
2025-07-14,18,16,88.89,6.78,0.38
2025-07-15,19,17,89.47,6.96,0.37
2025-07-16,20,17,85.00,4.41,0.22
2025-07-17,20,17,85.00,4.05,0.20
2025-07-18,20,17,85.00,4.20,0.21
2025-07-21,19,16,84.21,3.90,0.21
2025-07-22,20,16,80.00,4.13,0.21
2025-07-23,21,17,80.95,4.41,0.21
2025-07-24,21,17,80.95,4.14,0.20
2025-07-25,21,17,80.95,3.52,0.17
2025-07-28,19,14,73.68,1.38,0.07
2025-07-29,20,15,75.00,1.69,0.08
2025-07-30,21,16,76.19,1.80,0.09
2025-07-31,21,17,80.95,2.74,0.13
2025-08-01,22,17,77.27,1.68,0.08
2025-08-04,19,14,73.68,0.45,0.02
2025-08-05,20,15,75.00,1.77,0.09
2025-08-06,21,16,76.19,1.94,0.09
2025-08-07,21,16,76.19,1.72,0.08
2025-08-08,21,16,76.19,2.33,0.11
2025-08-11,19,14,73.68,1.83,0.10
2025-08-12,20,15,75.00,1.97,0.10
2025-08-13,21,15,71.43,1.56,0.07
2025-08-14,21,15,71.43,1.85,0.09
2025-08-18,18,13,72.22,2.93,0.16
2025-08-19,19,13,68.42,-1.00,-0.05
2025-08-20,20,14,70.00,-0.80,-0.04
2025-08-21,20,15,75.00,-0.68,-0.03
2025-08-22,20,15,75.00,-0.63,-0.03
2025-08-25,17,13,76.47,-0.88,-0.05
2025-08-26,18,14,77.78,-0.06,-0.00
2025-08-28,18,13,72.22,-0.40,-0.02
2025-08-29,18,13,72.22,-0.35,-0.02
2025-09-01,17,13,76.47,1.46,0.09
2025-09-02,18,13,72.22,-0.56,-0.03
2025-09-03,19,14,73.68,-0.22,-0.01
2025-09-04,19,14,73.68,-1.23,-0.06
2025-09-05,19,14,73.68,4.01,0.21
2025-09-08,17,12,70.59,4.48,0.26
2025-09-09,18,13,72.22,5.27,0.29
2025-09-10,19,14,73.68,5.99,0.32
2025-09-11,19,14,73.68,6.67,0.35
2025-09-12,18,14,77.78,7.08,0.39
2025-09-15,16,12,75.00,6.33,0.40
2025-09-16,17,13,76.47,6.46,0.38
2025-09-17,17,13,76.47,6.46,0.38
2025-09-18,17,14,82.35,10.79,0.63
2025-09-19,17,13,76.47,7.86,0.46
2025-09-22,16,12,75.00,7.75,0.48
2025-09-23,17,12,70.59,6.48,0.38
2025-09-24,17,12,70.59,6.48,0.38
2025-09-25,17,12,70.59,7.27,0.43
2025-09-26,17,13,76.47,8.03,0.47
2025-09-29,16,12,75.00,7.19,0.45
2025-09-30,17,12,70.59,5.06,0.30
2025-10-01,18,12,66.67,4.45,0.25
2025-10-03,17,11,64.71,0.60,0.04
2025-10-06,15,10,66.67,-3.32,-0.22
2025-10-07,15,10,66.67,-3.32,-0.22
2025-10-08,16,11,68.75,-2.89,-0.18
2025-10-09,16,10,62.50,-6.79,-0.42
2025-10-10,16,9,56.25,-8.22,-0.51
2025-10-13,15,8,53.33,-9.04,-0.60
2025-10-14,16,8,50.00,-9.96,-0.62
2025-10-15,17,9,52.94,-9.69,-0.57
2025-10-16,17,9,52.94,-9.25,-0.54
2025-10-17,18,9,50.00,-11.61,-0.64
2025-10-20,15,7,46.67,-9.85,-0.66
2025-10-21,16,8,50.00,-9.62,-0.60
2025-10-23,15,8,53.33,-8.35,-0.56
2025-10-24,15,8,53.33,-8.35,-0.56
2025-10-27,12,5,41.67,-11.22,-0.93
2025-10-28,13,6,46.15,-10.47,-0.81
2025-10-29,14,7,50.00,-9.99,-0.71
2025-10-30,14,8,57.14,-7.67,-0.55
2025-10-31,14,9,64.29,-6.92,-0.49
2025-11-03,13,9,69.23,-3.86,-0.30
2025-11-04,14,9,64.29,-5.24,-0.37
2025-11-06,15,10,66.67,-4.86,-0.32
2025-11-07,14,9,64.29,-5.29,-0.38
2025-11-10,13,9,69.23,-3.14,-0.24
2025-11-11,14,10,71.43,-2.79,-0.20
2025-11-12,15,11,73.33,-2.61,-0.17
2025-11-13,15,12,80.00,-1.52,-0.10
2025-11-14,15,11,73.33,-2.32,-0.15
2025-11-17,14,10,71.43,-2.17,-0.15
2025-11-18,14,10,71.43,-2.17,-0.15
2025-11-19,15,11,73.33,-1.82,-0.12
2025-11-20,15,11,73.33,0.01,0.00
2025-11-21,16,11,68.75,-1.23,-0.08
2025-11-24,17,12,70.59,-0.71,-0.04
2025-11-25,18,13,72.22,-0.37,-0.02
2025-11-26,19,14,73.68,0.20,0.01
2025-11-27,19,14,73.68,-0.29,-0.02
2025-11-28,19,13,68.42,-5.16,-0.27
2025-12-01,17,11,64.71,-4.13,-0.24
2025-12-02,17,11,64.71,-4.13,-0.24
2025-12-03,18,11,61.11,-5.71,-0.32
2025-12-04,18,12,66.67,-4.16,-0.23
2025-12-05,18,12,66.67,-4.18,-0.23
2025-12-08,18,13,72.22,-2.31,-0.13
2025-12-09,19,14,73.68,-1.93,-0.10
2025-12-10,20,15,75.00,-1.36,-0.07
2025-12-11,20,15,75.00,0.17,0.01
2025-12-12,19,14,73.68,-0.01,-0.00
2025-12-15,17,14,82.35,3.04,0.18
2025-12-16,18,15,83.33,3.89,0.22
2025-12-17,19,16,84.21,4.27,0.22
2025-12-18,19,16,84.21,4.27,0.22
2025-12-19,19,15,78.95,3.77,0.20
2025-12-22,17,14,82.35,3.82,0.22
2025-12-23,18,15,83.33,4.04,0.22
2025-12-24,19,15,78.95,1.07,0.06
2025-12-26,17,13,76.47,0.16,0.01
2025-12-29,15,12,80.00,2.94,0.20
2025-12-30,16,13,81.25,3.64,0.23
2025-12-31,17,14,82.35,4.23,0.25
2026-01-01,18,15,83.33,4.82,0.27
2026-01-02,18,16,88.89,6.56,0.36
2026-01-05,16,13,81.25,5.41,0.34
2026-01-06,17,13,76.47,3.25,0.19
2026-01-07,18,14,77.78,4.47,0.25
2026-01-08,18,13,72.22,2.78,0.15
2026-01-09,18,13,72.22,2.34,0.13
2026-01-12,17,11,64.71,-1.89,-0.11
2026-01-13,18,11,61.11,-3.69,-0.21
2026-01-14,19,12,63.16,-2.91,-0.15
2026-01-16,18,10,55.56,-4.76,-0.26
2026-01-19,17,10,58.82,-4.95,-0.29
2026-01-20,18,10,55.56,-7.66,-0.43
2026-01-21,19,10,52.63,-9.82,-0.52
2026-01-22,19,10,52.63,-8.54,-0.45
2026-01-23,19,10,52.63,-3.12,-0.16
2026-01-27,19,10,52.63,-2.75,-0.14
2026-01-28,20,10,50.00,-3.65,-0.18
2026-01-29,20,10,50.00,-1.59,-0.08
2026-01-30,20,10,50.00,-0.96,-0.05
2026-02-01,19,9,47.37,-0.02,-0.00
2026-02-02,19,9,47.37,-2.08,-0.11
2026-02-03,20,10,50.00,-1.11,-0.06
2026-02-04,21,10,47.62,-0.79,-0.04
2026-02-05,21,11,52.38,1.83,0.09
2026-02-06,20,10,50.00,0.61,0.03
2026-02-09,18,10,55.56,3.50,0.19
2026-02-10,19,10,52.63,3.92,0.21
2026-02-11,19,10,52.63,3.92,0.21
2026-02-12,19,10,52.63,2.52,0.13
2026-02-13,19,9,47.37,-0.03,-0.00
2026-02-16,18,9,50.00,-0.19,-0.01
2026-02-17,19,9,47.37,-2.05,-0.11
2026-02-18,20,9,45.00,-2.52,-0.13
2026-02-19,20,9,45.00,-0.13,-0.01
2026-02-20,20,10,50.00,2.64,0.13
2026-02-23,18,8,44.44,-3.43,-0.19
2026-02-24,19,9,47.37,-3.31,-0.17
2026-02-25,20,10,50.00,-2.63,-0.13
2026-02-26,21,11,52.38,-1.39,-0.07
2026-02-27,21,12,57.14,-0.34,-0.02
2026-03-02,19,9,47.37,-7.88,-0.41
2026-03-04,19,9,47.37,-5.73,-0.30
2026-03-05,19,8,42.11,-9.47,-0.50
2026-03-06,19,9,47.37,-9.65,-0.51
2026-03-09,18,8,44.44,-9.33,-0.52
2026-03-10,19,8,42.11,-10.73,-0.56
2026-03-11,20,8,40.00,-11.77,-0.59
2026-03-12,20,8,40.00,-13.07,-0.65
2026-03-13,21,9,42.86,-12.73,-0.61
2026-03-16,19,8,42.11,-11.15,-0.59
2026-03-17,20,9,45.00,-10.65,-0.53
2026-03-18,21,10,47.62,-10.39,-0.49
2026-03-19,21,11,52.38,-8.36,-0.40
2026-03-20,21,11,52.38,-13.94,-0.66
2026-03-23,19,11,57.89,-12.31,-0.65
2026-03-24,20,11,55.00,-17.24,-0.86
2026-03-25,21,12,57.14,-15.64,-0.74
2026-03-27,20,10,50.00,-17.48,-0.87
2026-03-30,18,8,44.44,-20.63,-1.15
2026-04-01,19,8,42.11,-23.33,-1.23
2026-04-02,19,8,42.11,-24.07,-1.27
2026-04-06,17,7,41.18,-21.87,-1.29
2026-04-07,18,8,44.44,-19.74,-1.10
2026-04-08,19,9,47.37,-18.77,-0.99
2026-04-09,19,9,47.37,-17.97,-0.95
2026-04-10,19,9,47.37,-18.75,-0.99
2026-04-13,17,8,47.06,-16.04,-0.94
2026-04-15,18,8,44.44,-16.36,-0.91
2026-04-16,18,7,38.89,-16.66,-0.93
2026-04-17,18,6,33.33,-17.29,-0.96
2026-04-20,16,5,31.25,-11.63,-0.73
2026-04-21,17,6,35.29,-11.52,-0.68
2026-04-22,18,7,38.89,-11.11,-0.62
2026-04-23,18,8,44.44,-5.92,-0.33
2026-04-24,18,8,44.44,-6.79,-0.38
2026-04-27,16,8,50.00,-2.12,-0.13
2026-04-28,16,8,50.00,-2.12,-0.13
2026-04-29,17,9,52.94,-1.94,-0.11
2026-04-30,17,10,58.82,2.41,0.14
2026-05-04,16,10,62.50,3.21,0.20
2026-05-05,17,11,64.71,5.12,0.30
2026-05-06,18,12,66.67,5.71,0.32
2026-05-07,18,11,61.11,0.78,0.04
2026-05-08,18,10,55.56,-0.51,-0.03
2026-05-11,16,10,62.50,-3.18,-0.20
2026-05-12,17,10,58.82,-8.71,-0.51
2026-05-13,18,10,55.56,-9.18,-0.51
2026-05-14,18,11,61.11,-8.13,-0.45
2026-05-15,19,11,57.89,-8.62,-0.45
2026-05-18,17,11,64.71,-8.45,-0.50
2026-05-19,18,11,61.11,-8.15,-0.45
2026-05-20,19,12,63.16,-7.58,-0.40
2026-05-21,19,12,63.16,-7.50,-0.39
2026-05-22,19,12,63.16,-6.61,-0.35
2026-05-25,18,11,61.11,-7.01,-0.39
2026-05-26,19,11,57.89,-8.13,-0.43
2026-05-27,20,12,60.00,-7.73,-0.39
2026-05-29,20,11,55.00,-9.94,-0.50
2026-06-01,19,10,52.63,-11.83,-0.62
2026-06-02,20,11,55.00,-11.40,-0.57
2026-06-03,21,11,52.38,-12.01,-0.57
2026-06-04,21,10,47.62,-14.37,-0.68
2026-06-05,21,10,47.62,-14.81,-0.71
2026-06-08,18,10,55.56,-5.65,-0.31
2026-06-09,19,11,57.89,-4.94,-0.26
2026-06-10,20,12,60.00,-4.76,-0.24
2026-06-11,20,13,65.00,0.94,0.05
2026-06-12,20,13,65.00,1.03,0.05
2026-06-15,18,12,66.67,1.93,0.11
2026-06-16,19,12,63.16,1.73,0.09
2026-06-17,20,13,65.00,2.47,0.12
2026-06-18,20,14,70.00,3.12,0.16
2026-06-19,19,13,68.42,2.55,0.13
2026-06-22,17,11,64.71,0.83,0.05
2026-06-23,18,11,61.11,-3.69,-0.20
2026-06-24,19,11,57.89,-3.16,-0.17
2026-06-25,19,11,57.89,-2.23,-0.12
2026-06-29,17,9,52.94,-0.62,-0.04
2026-06-30,18,10,55.56,0.15,0.01
2026-07-01,18,10,55.56,0.15,0.01
2026-07-02,18,10,55.56,0.64,0.04
2026-07-03,18,11,61.11,2.11,0.12
2026-07-06,16,10,62.50,2.41,0.15
2026-07-07,17,11,64.71,3.00,0.18
2026-07-08,18,12,66.67,3.96,0.22
2026-07-09,18,12,66.67,3.92,0.22
2026-07-10,18,12,66.67,3.94,0.22
2026-07-13,15,10,66.67,2.87,0.19
2026-07-14,15,10,66.67,2.87,0.19
2026-07-15,16,10,62.50,1.89,0.12
2026-07-16,16,11,68.75,2.22,0.14
2026-07-17,16,10,62.50,1.50,0.09
2026-07-20,15,9,60.00,0.33,0.02
2026-07-21,16,10,62.50,0.72,0.05
2026-07-22,17,11,64.71,1.43,0.08
2026-07-23,17,12,70.59,6.07,0.36
