date,trade_count,target_hit_count,target_hit_percent,total_pnl_percent,average_pnl_percent
2025-02-01,23,1,4.35,-1.12,-0.05
2025-02-03,22,1,4.55,-5.90,-0.27
2025-02-04,23,2,8.70,-5.69,-0.25
2025-02-05,23,2,8.70,-5.69,-0.25
2025-02-06,23,3,13.04,0.19,0.01
2025-02-07,23,4,17.39,0.05,0.00
2025-02-10,21,5,23.81,5.00,0.24
2025-02-11,22,5,22.73,1.12,0.05
2025-02-12,23,5,21.74,-3.37,-0.15
2025-02-13,23,5,21.74,-1.56,-0.07
2025-02-14,23,5,21.74,-18.38,-0.80
2025-02-17,21,5,23.81,-15.45,-0.74
2025-02-18,22,6,27.27,-15.04,-0.68
2025-02-19,23,7,30.43,-13.56,-0.59
2025-02-20,23,8,34.78,-8.39,-0.36
2025-02-21,23,8,34.78,-6.39,-0.28
2025-02-24,21,9,42.86,0.34,0.02
2025-02-25,22,10,45.45,0.80,0.04
2025-02-27,22,10,45.45,0.06,0.00
2025-02-28,22,10,45.45,-4.22,-0.19
2025-03-03,20,11,55.00,-17.08,-0.85
2025-03-04,20,11,55.00,-17.59,-0.88
2025-03-05,20,11,55.00,-17.59,-0.88
2025-03-06,20,12,60.00,-13.06,-0.65
2025-03-07,20,12,60.00,-11.70,-0.58
2025-03-10,19,11,57.89,-12.46,-0.66
2025-03-11,20,11,55.00,-14.57,-0.73
2025-03-12,20,11,55.00,-14.57,-0.73
2025-03-13,20,11,55.00,-13.90,-0.70
2025-03-17,17,12,70.59,2.60,0.15
2025-03-18,18,13,72.22,3.73,0.21
2025-03-19,19,13,68.42,1.19,0.06
2025-03-20,19,14,73.68,2.48,0.13
2025-03-21,18,13,72.22,2.07,0.11
2025-03-24,16,11,68.75,-20.48,-1.28
2025-03-25,17,12,70.59,-18.41,-1.08
2025-03-26,18,12,66.67,-21.97,-1.22
2025-03-27,18,11,61.11,-24.30,-1.35
2025-03-28,18,11,61.11,-24.66,-1.37
2025-04-01,17,12,70.59,-9.34,-0.55
2025-04-02,18,13,72.22,-8.93,-0.50
2025-04-03,17,12,70.59,-11.39,-0.67
2025-04-04,17,12,70.59,-11.22,-0.66
2025-04-07,16,10,62.50,3.24,0.20
2025-04-08,17,10,58.82,3.25,0.19
2025-04-09,18,11,61.11,3.93,0.22
2025-04-11,17,10,58.82,4.59,0.27
2025-04-15,17,9,52.94,4.21,0.25
2025-04-16,18,9,50.00,-5.36,-0.30
2025-04-17,18,9,50.00,-6.25,-0.35
2025-04-21,16,8,50.00,-4.46,-0.28
2025-04-22,17,9,52.94,-4.33,-0.25
2025-04-23,18,10,55.56,-3.93,-0.22
2025-04-24,18,11,61.11,12.31,0.68
2025-04-25,18,10,55.56,7.56,0.42
2025-04-28,16,10,62.50,12.61,0.79
2025-04-29,17,11,64.71,13.48,0.79
2025-04-30,18,11,61.11,9.03,0.50
2025-05-02,18,11,61.11,6.07,0.34
2025-05-05,17,10,58.82,5.20,0.31
2025-05-06,18,11,61.11,6.88,0.38
2025-05-07,19,11,57.89,7.27,0.38
2025-05-08,19,12,63.16,-8.50,-0.45
2025-05-09,19,12,63.16,-9.52,-0.50
2025-05-12,18,11,61.11,-12.17,-0.68
2025-05-13,19,12,63.16,-11.79,-0.62
2025-05-14,20,13,65.00,-11.46,-0.57
2025-05-15,21,13,61.90,-15.67,-0.75
2025-05-16,21,13,61.90,-16.91,-0.81
2025-05-19,20,13,65.00,-7.74,-0.39
2025-05-20,21,14,66.67,-7.32,-0.35
2025-05-21,22,15,68.18,-6.60,-0.30
2025-05-22,22,15,68.18,-7.33,-0.33
2025-05-23,22,14,63.64,-8.89,-0.40
2025-05-26,20,12,60.00,-8.58,-0.43
2025-05-27,21,13,61.90,-8.16,-0.39
2025-05-28,22,14,63.64,-7.92,-0.36
2025-05-29,22,14,63.64,-7.91,-0.36
2025-05-30,21,13,61.90,-8.78,-0.42
2025-06-02,20,13,65.00,-4.35,-0.22
2025-06-03,20,13,65.00,-4.35,-0.22
2025-06-04,21,14,66.67,-4.00,-0.19
2025-06-05,21,14,66.67,-4.07,-0.19
2025-06-06,21,13,61.90,-6.86,-0.33
2025-06-09,19,12,63.16,-9.43,-0.50
2025-06-10,20,12,60.00,-10.57,-0.53
2025-06-11,20,12,60.00,-10.57,-0.53
2025-06-12,20,12,60.00,-9.58,-0.48
2025-06-13,20,11,55.00,-8.61,-0.43
2025-06-16,18,11,61.11,-3.62,-0.20
2025-06-17,19,12,63.16,-2.26,-0.12
2025-06-18,20,13,65.00,-1.14,-0.06
2025-06-19,20,13,65.00,0.69,0.03
