date,trade_count,target_hit_count,target_hit_percent,total_pnl_percent,average_pnl_percent
2025-02-01,22,0,0.00,-3.62,-0.16
2025-02-03,21,0,0.00,-1.98,-0.09
2025-02-04,22,0,0.00,-1.55,-0.07
2025-02-05,23,0,0.00,-3.02,-0.13
2025-02-06,23,0,0.00,-2.63,-0.11
2025-02-07,23,0,0.00,-3.54,-0.15
2025-02-10,21,0,0.00,-3.37,-0.16
2025-02-11,22,0,0.00,-2.73,-0.12
2025-02-12,23,0,0.00,-3.05,-0.13
2025-02-13,23,0,0.00,-1.33,-0.06
2025-02-14,23,0,0.00,-1.95,-0.08
2025-02-17,21,0,0.00,-1.41,-0.07
2025-02-18,22,0,0.00,-0.78,-0.04
2025-02-19,23,0,0.00,-0.96,-0.04
2025-02-20,23,0,0.00,0.96,0.04
2025-02-21,23,0,0.00,4.75,0.21
2025-02-24,21,0,0.00,1.66,0.08
2025-02-25,22,0,0.00,1.84,0.08
2025-02-27,22,0,0.00,-2.30,-0.10
2025-02-28,22,0,0.00,-2.93,-0.13
2025-03-03,20,0,0.00,-3.23,-0.16
2025-03-04,20,0,0.00,-5.38,-0.27
2025-03-05,21,0,0.00,-4.38,-0.21
2025-03-06,21,0,0.00,-4.66,-0.22
2025-03-07,21,0,0.00,-1.94,-0.09
2025-03-10,19,0,0.00,0.64,0.03
2025-03-11,20,0,0.00,-0.06,-0.00
2025-03-12,21,0,0.00,0.77,0.04
2025-03-13,21,0,0.00,0.71,0.03
2025-03-17,18,0,0.00,1.35,0.07
2025-03-18,19,0,0.00,1.33,0.07
2025-03-19,20,0,0.00,0.30,0.01
2025-03-20,20,0,0.00,-1.04,-0.05
2025-03-21,20,0,0.00,-0.28,-0.01
2025-03-24,18,0,0.00,0.91,0.05
2025-03-25,19,0,0.00,0.24,0.01
2025-03-26,20,0,0.00,0.10,0.01
2025-03-27,20,0,0.00,0.50,0.02
2025-03-28,20,0,0.00,4.58,0.23
2025-04-01,19,0,0.00,5.45,0.29
2025-04-02,20,0,0.00,4.68,0.23
2025-04-03,20,0,0.00,4.66,0.23
2025-04-04,20,0,0.00,5.09,0.25
2025-04-07,18,0,0.00,4.10,0.23
2025-04-08,19,0,0.00,5.33,0.28
2025-04-09,20,0,0.00,8.12,0.41
2025-04-11,19,0,0.00,8.28,0.44
2025-04-15,18,0,0.00,7.17,0.40
2025-04-16,19,0,0.00,7.34,0.39
2025-04-17,19,0,0.00,8.49,0.45
2025-04-21,16,0,0.00,7.63,0.48
2025-04-22,17,0,0.00,7.03,0.41
2025-04-23,18,0,0.00,7.24,0.40
2025-04-24,18,0,0.00,9.18,0.51
2025-04-25,18,0,0.00,9.61,0.53
2025-04-28,16,0,0.00,5.94,0.37
2025-04-29,17,0,0.00,7.65,0.45
2025-04-30,18,0,0.00,6.45,0.36
2025-05-02,18,0,0.00,8.08,0.45
2025-05-05,16,0,0.00,4.94,0.31
2025-05-06,17,0,0.00,6.05,0.36
2025-05-07,18,0,0.00,5.20,0.29
2025-05-08,18,0,0.00,4.44,0.25
2025-05-09,18,0,0.00,0.61,0.03
2025-05-12,17,0,0.00,3.31,0.19
2025-05-13,18,0,0.00,4.65,0.26
2025-05-14,19,0,0.00,5.39,0.28
2025-05-15,20,0,0.00,5.64,0.28
2025-05-16,20,0,0.00,5.19,0.26
2025-05-19,19,0,0.00,2.68,0.14
2025-05-20,20,0,0.00,1.85,0.09
2025-05-21,21,0,0.00,-0.78,-0.04
2025-05-22,21,0,0.00,-0.70,-0.03
2025-05-23,21,0,0.00,-1.04,-0.05
2025-05-26,19,0,0.00,0.50,0.03
2025-05-27,20,0,0.00,0.34,0.02
2025-05-28,21,0,0.00,-0.25,-0.01
2025-05-29,21,0,0.00,-2.80,-0.13
2025-05-30,21,0,0.00,-0.67,-0.03
2025-06-02,20,0,0.00,0.96,0.05
2025-06-03,21,0,0.00,-0.48,-0.02
2025-06-04,22,0,0.00,-0.54,-0.02
2025-06-05,22,0,0.00,-1.66,-0.08
2025-06-06,22,0,0.00,-2.19,-0.10
2025-06-09,20,0,0.00,-3.76,-0.19
2025-06-10,21,0,0.00,-3.30,-0.16
2025-06-11,22,0,0.00,-3.18,-0.14
2025-06-12,22,0,0.00,-4.79,-0.22
2025-06-13,22,0,0.00,-5.84,-0.27
2025-06-16,20,0,0.00,-3.79,-0.19
2025-06-17,21,0,0.00,-3.91,-0.19
2025-06-18,22,0,0.00,-3.45,-0.16
2025-06-19,22,0,0.00,-3.73,-0.17
2025-06-20,22,0,0.00,-0.87,-0.04
2025-06-23,20,0,0.00,-1.54,-0.08
2025-06-24,21,0,0.00,-0.89,-0.04
2025-06-25,22,0,0.00,-1.06,-0.05
2025-06-26,22,0,0.00,-0.95,-0.04
2025-06-27,22,0,0.00,0.27,0.01
2025-06-30,20,0,0.00,-1.41,-0.07
2025-07-01,21,0,0.00,-1.34,-0.06
2025-07-02,22,0,0.00,-1.66,-0.08
2025-07-03,22,0,0.00,1.55,0.07
2025-07-04,22,0,0.00,2.19,0.10
2025-07-07,20,0,0.00,2.59,0.13
2025-07-08,21,0,0.00,2.50,0.12
2025-07-09,22,0,0.00,2.22,0.10
2025-07-10,22,0,0.00,1.69,0.08
2025-07-11,22,0,0.00,2.04,0.09
2025-07-14,20,0,0.00,-0.27,-0.01
2025-07-15,21,0,0.00,-1.59,-0.08
2025-07-16,22,0,0.00,-0.52,-0.02
2025-07-17,22,0,0.00,-0.67,-0.03
2025-07-18,22,0,0.00,-0.96,-0.04
2025-07-21,20,0,0.00,-0.88,-0.04
2025-07-22,21,0,0.00,-0.73,-0.03
2025-07-23,22,0,0.00,-1.76,-0.08
2025-07-24,22,0,0.00,-2.37,-0.11
