date,trade_count,target_hit_count,target_hit_percent,total_pnl_percent,average_pnl_percent
2025-02-01,22,14,63.64,-9.93,-0.45
2025-02-03,21,13,61.90,-9.27,-0.44
2025-02-04,22,13,59.09,-10.23,-0.47
2025-02-05,23,13,56.52,-14.66,-0.64
2025-02-06,23,13,56.52,-10.49,-0.46
2025-02-07,23,13,56.52,-10.77,-0.47
2025-02-10,21,11,52.38,-8.61,-0.41
2025-02-11,22,12,54.55,-6.23,-0.28
2025-02-12,23,12,52.17,-8.39,-0.36
2025-02-13,23,13,56.52,-3.10,-0.13
2025-02-14,23,12,52.17,-5.55,-0.24
2025-02-17,21,12,57.14,-1.27,-0.06
2025-02-18,22,13,59.09,-0.29,-0.01
2025-02-19,23,14,60.87,0.04,0.00
2025-02-20,23,15,65.22,2.16,0.09
2025-02-21,23,14,60.87,-1.88,-0.08
2025-02-24,21,13,61.90,0.29,0.01
2025-02-25,22,13,59.09,-0.28,-0.01
2025-02-27,22,14,63.64,2.32,0.11
2025-02-28,22,14,63.64,2.87,0.13
2025-03-03,20,11,55.00,-5.59,-0.28
2025-03-04,20,11,55.00,-7.17,-0.36
2025-03-05,21,12,57.14,-6.37,-0.30
2025-03-06,21,12,57.14,-7.50,-0.36
2025-03-07,21,12,57.14,-3.30,-0.16
2025-03-10,19,12,63.16,-1.76,-0.09
2025-03-11,20,13,65.00,-1.03,-0.05
2025-03-12,21,13,61.90,1.19,0.06
2025-03-13,21,13,61.90,0.35,0.02
2025-03-17,18,11,61.11,2.80,0.16
2025-03-18,18,11,61.11,2.80,0.16
2025-03-19,19,11,57.89,-0.85,-0.04
2025-03-20,19,10,52.63,-1.77,-0.09
2025-03-21,19,10,52.63,-1.64,-0.09
2025-03-24,17,8,47.06,-2.51,-0.15
2025-03-25,18,8,44.44,-4.18,-0.23
2025-03-26,19,9,47.37,-3.19,-0.17
2025-03-27,19,9,47.37,-4.56,-0.24
2025-03-28,19,9,47.37,-3.94,-0.21
2025-04-01,18,8,44.44,-2.65,-0.15
2025-04-02,19,8,42.11,-4.37,-0.23
2025-04-03,19,8,42.11,-4.56,-0.24
2025-04-04,19,8,42.11,-4.54,-0.24
2025-04-07,17,8,47.06,-1.23,-0.07
2025-04-08,18,8,44.44,5.90,0.33
2025-04-09,19,8,42.11,6.02,0.32
2025-04-11,18,8,44.44,3.40,0.19
2025-04-15,17,7,41.18,2.56,0.15
2025-04-16,18,8,44.44,3.04,0.17
2025-04-17,19,8,42.11,1.10,0.06
2025-04-21,16,8,50.00,8.26,0.52
2025-04-22,17,9,52.94,8.84,0.52
2025-04-23,18,9,50.00,8.83,0.49
2025-04-24,18,10,55.56,10.74,0.60
2025-04-25,18,10,55.56,9.88,0.55
2025-04-28,16,10,62.50,11.50,0.72
2025-04-29,16,10,62.50,11.50,0.72
2025-04-30,17,10,58.82,11.32,0.67
2025-05-02,17,10,58.82,10.98,0.65
2025-05-05,15,8,53.33,9.10,0.61
2025-05-06,16,9,56.25,10.23,0.64
2025-05-07,17,10,58.82,10.70,0.63
2025-05-08,17,11,64.71,7.53,0.44
2025-05-09,17,12,70.59,8.81,0.52
2025-05-12,16,11,68.75,9.03,0.56
2025-05-13,17,11,64.71,5.01,0.29
2025-05-14,18,11,61.11,3.03,0.17
2025-05-15,19,12,63.16,3.27,0.17
