date,trade_count,target_hit_count,target_hit_percent,total_pnl_percent,average_pnl_percent
2025-02-01,23,14,60.87,-10.41,-0.45
2025-02-03,22,12,54.55,-14.09,-0.64
2025-02-04,23,12,52.17,-16.80,-0.73
2025-02-05,24,12,50.00,-20.56,-0.86
2025-02-06,24,12,50.00,-20.86,-0.87
2025-02-07,24,12,50.00,-20.60,-0.86
2025-02-10,22,10,45.45,-21.69,-0.99
2025-02-11,23,10,43.48,-32.44,-1.41
2025-02-12,24,10,41.67,-35.67,-1.49
2025-02-13,24,11,45.83,-22.83,-0.95
2025-02-14,24,12,50.00,-14.13,-0.59
2025-02-17,22,11,50.00,-20.29,-0.92
2025-02-18,23,11,47.83,-23.60,-1.03
2025-02-19,24,12,50.00,-23.29,-0.97
2025-02-20,24,12,50.00,-24.68,-1.03
2025-02-21,24,11,45.83,-29.03,-1.21
2025-02-24,22,11,50.00,-19.61,-0.89
2025-02-25,23,11,47.83,-17.39,-0.76
2025-02-27,23,11,47.83,-22.56,-0.98
2025-02-28,23,11,47.83,-23.51,-1.02
2025-03-03,21,10,47.62,-24.38,-1.16
2025-03-04,21,10,47.62,-24.51,-1.17
2025-03-05,21,10,47.62,-24.51,-1.17
2025-03-06,21,11,52.38,-20.98,-1.00
2025-03-07,21,12,57.14,-18.02,-0.86
2025-03-10,19,11,57.89,-12.49,-0.66
2025-03-11,20,12,60.00,-9.27,-0.46
2025-03-12,21,13,61.90,-7.48,-0.36
2025-03-13,21,13,61.90,-8.68,-0.41
2025-03-17,18,12,66.67,1.14,0.06
2025-03-18,19,13,68.42,1.66,0.09
2025-03-19,20,13,65.00,-1.38,-0.07
2025-03-20,20,14,70.00,6.83,0.34
2025-03-21,20,14,70.00,4.71,0.24
2025-03-24,18,13,72.22,9.02,0.50
2025-03-25,19,14,73.68,9.24,0.49
2025-03-26,20,14,70.00,4.10,0.21
2025-03-27,20,13,65.00,1.92,0.10
2025-03-28,20,14,70.00,1.13,0.06
2025-04-01,19,14,73.68,5.24,0.28
2025-04-02,20,15,75.00,6.03,0.30
2025-04-03,20,15,75.00,6.24,0.31
2025-04-04,20,14,70.00,3.70,0.18
2025-04-07,19,12,63.16,21.82,1.15
2025-04-08,20,12,60.00,20.76,1.04
2025-04-09,21,13,61.90,21.93,1.04
2025-04-11,20,12,60.00,17.78,0.89
2025-04-15,19,11,57.89,16.01,0.84
2025-04-16,20,12,60.00,16.49,0.82
2025-04-17,20,11,55.00,11.26,0.56
2025-04-21,17,10,58.82,17.92,1.05
2025-04-22,18,10,55.56,12.47,0.69
2025-04-23,19,11,57.89,15.43,0.81
2025-04-24,19,12,63.16,18.17,0.96
2025-04-25,19,11,57.89,17.17,0.90
2025-04-28,17,11,64.71,19.41,1.14
2025-04-29,17,11,64.71,19.41,1.14
2025-04-30,18,11,61.11,13.60,0.76
2025-05-02,18,10,55.56,6.70,0.37
2025-05-05,16,8,50.00,2.75,0.17
2025-05-06,17,9,52.94,2.88,0.17
2025-05-07,18,10,55.56,7.00,0.39
2025-05-08,18,11,61.11,-10.99,-0.61
2025-05-09,18,11,61.11,-7.20,-0.40
2025-05-12,17,9,52.94,-10.73,-0.63
2025-05-13,18,9,50.00,-13.30,-0.74
2025-05-14,19,9,47.37,-11.72,-0.62
2025-05-15,20,9,45.00,-13.21,-0.66
2025-05-16,20,8,40.00,-15.24,-0.76
2025-05-19,19,7,36.84,-13.09,-0.69
2025-05-20,20,8,40.00,-12.62,-0.63
2025-05-21,21,9,42.86,-12.05,-0.57
2025-05-22,21,9,42.86,-12.02,-0.57
2025-05-23,21,10,47.62,-6.05,-0.29
2025-05-26,19,8,42.11,-8.64,-0.45
2025-05-27,20,9,45.00,-8.28,-0.41
2025-05-28,21,10,47.62,-7.96,-0.38
2025-05-29,21,10,47.62,-8.07,-0.38
2025-05-30,22,11,50.00,-7.78,-0.35
2025-06-02,21,12,57.14,4.23,0.20
2025-06-03,22,12,54.55,5.00,0.23
2025-06-04,23,13,56.52,5.91,0.26
2025-06-05,23,13,56.52,7.88,0.34
2025-06-06,23,12,52.17,5.24,0.23
2025-06-09,21,11,52.38,-1.03,-0.05
2025-06-10,22,11,50.00,-1.27,-0.06
2025-06-11,23,12,52.17,-1.13,-0.05
2025-06-12,23,12,52.17,-3.03,-0.13
2025-06-13,23,13,56.52,2.93,0.13
2025-06-16,21,14,66.67,5.85,0.28
2025-06-17,22,14,63.64,7.28,0.33
2025-06-18,23,15,65.22,8.05,0.35
2025-06-19,23,16,69.57,9.36,0.41
2025-06-20,23,16,69.57,9.83,0.43
2025-06-23,21,14,66.67,9.43,0.45
2025-06-24,22,14,63.64,9.90,0.45
2025-06-25,22,14,63.64,9.90,0.45
2025-06-26,22,14,63.64,8.13,0.37
2025-06-27,22,13,59.09,6.77,0.31
2025-06-30,20,11,55.00,6.05,0.30
2025-07-01,21,12,57.14,6.37,0.30
2025-07-02,22,13,59.09,6.61,0.30
2025-07-03,22,13,59.09,6.04,0.27
2025-07-04,22,14,63.64,5.53,0.25
2025-07-07,20,13,65.00,6.41,0.32
2025-07-08,21,14,66.67,7.20,0.34
