date,trade_count,target_hit_count,target_hit_percent,total_pnl_percent,average_pnl_percent
2025-02-01,20,11,55.00,-9.01,-0.45
2025-02-03,19,9,47.37,-12.86,-0.68
2025-02-04,20,9,45.00,-16.63,-0.83
2025-02-05,21,9,42.86,-16.21,-0.77
2025-02-06,21,9,42.86,-13.65,-0.65
2025-02-07,21,9,42.86,-15.74,-0.75
2025-02-10,21,10,47.62,-12.54,-0.60
2025-02-11,22,10,45.45,-17.17,-0.78
2025-02-12,23,11,47.83,-16.27,-0.71
2025-02-13,23,11,47.83,-13.21,-0.57
2025-02-14,23,10,43.48,-21.18,-0.92
2025-02-17,21,11,52.38,-15.10,-0.72
2025-02-18,22,12,54.55,-14.35,-0.65
2025-02-19,23,13,56.52,-13.41,-0.58
2025-02-20,23,13,56.52,-13.78,-0.60
2025-02-21,23,13,56.52,-13.39,-0.58
2025-02-24,22,11,50.00,-18.03,-0.82
2025-02-25,23,12,52.17,-17.89,-0.78
2025-02-27,23,12,52.17,-18.47,-0.80
2025-02-28,23,11,47.83,-22.60,-0.98
2025-03-03,21,11,52.38,-20.17,-0.96
2025-03-04,21,11,52.38,-20.18,-0.96
2025-03-05,22,11,50.00,-24.67,-1.12
2025-03-06,22,11,50.00,-23.55,-1.07
2025-03-07,22,12,54.55,-19.55,-0.89
2025-03-10,20,12,60.00,-16.60,-0.83
2025-03-11,21,12,57.14,-16.89,-0.80
2025-03-12,22,13,59.09,-15.81,-0.72
2025-03-13,22,13,59.09,-15.32,-0.70
2025-03-17,19,13,68.42,-5.01,-0.26
2025-03-18,20,13,65.00,-9.31,-0.47
2025-03-19,21,13,61.90,-16.74,-0.80
2025-03-20,21,13,61.90,-15.03,-0.72
2025-03-21,21,13,61.90,-14.27,-0.68
2025-03-24,19,10,52.63,-16.08,-0.85
2025-03-25,20,11,55.00,-15.25,-0.76
2025-03-26,21,12,57.14,-14.33,-0.68
2025-03-27,21,13,61.90,-11.63,-0.55
2025-03-28,21,12,57.14,-11.26,-0.54
2025-04-01,20,12,60.00,-2.59,-0.13
2025-04-02,21,13,61.90,-1.45,-0.07
2025-04-03,21,13,61.90,-1.13,-0.05
2025-04-04,21,13,61.90,-2.49,-0.12
2025-04-07,19,12,63.16,11.12,0.59
2025-04-08,20,12,60.00,13.57,0.68
2025-04-09,21,13,61.90,14.05,0.67
2025-04-11,20,13,65.00,15.94,0.80
2025-04-15,19,11,57.89,10.75,0.57
2025-04-16,20,12,60.00,11.04,0.55
2025-04-17,19,11,57.89,10.77,0.57
2025-04-21,16,10,62.50,17.79,1.11
2025-04-22,17,11,64.71,19.59,1.15
2025-04-23,18,12,66.67,20.18,1.12
2025-04-24,18,13,72.22,20.56,1.14
2025-04-25,18,12,66.67,12.37,0.69
2025-04-28,16,10,62.50,9.77,0.61
2025-04-29,17,11,64.71,10.42,0.61
2025-04-30,18,12,66.67,11.41,0.63
2025-05-02,17,12,70.59,11.20,0.66
2025-05-05,15,10,66.67,9.29,0.62
2025-05-06,16,11,68.75,9.88,0.62
2025-05-07,17,12,70.59,14.79,0.87
2025-05-08,17,13,76.47,7.76,0.46
2025-05-09,17,13,76.47,9.06,0.53
2025-05-12,16,11,68.75,5.08,0.32
2025-05-13,17,12,70.59,5.55,0.33
2025-05-14,18,12,66.67,4.13,0.23
2025-05-15,19,13,68.42,4.89,0.26
2025-05-16,19,14,73.68,8.45,0.44
2025-05-19,19,13,68.42,7.63,0.40
2025-05-20,20,14,70.00,7.80,0.39
2025-05-21,21,14,66.67,7.82,0.37
2025-05-22,21,14,66.67,7.72,0.37
2025-05-23,21,14,66.67,6.19,0.29
2025-05-26,19,13,68.42,16.90,0.89
2025-05-27,20,14,70.00,18.82,0.94
2025-05-28,21,15,71.43,21.56,1.03
2025-05-29,21,16,76.19,22.26,1.06
2025-05-30,21,15,71.43,11.83,0.56
2025-06-02,21,14,66.67,5.16,0.25
2025-06-03,22,15,68.18,6.26,0.28
2025-06-04,23,16,69.57,6.92,0.30
2025-06-05,23,16,69.57,7.80,0.34
2025-06-06,23,16,69.57,7.99,0.35
2025-06-09,21,14,66.67,-6.82,-0.32
2025-06-10,22,14,63.64,-14.68,-0.67
2025-06-11,23,14,60.87,-12.04,-0.52
2025-06-12,23,14,60.87,-13.32,-0.58
2025-06-13,23,13,56.52,-13.69,-0.60
2025-06-16,21,12,57.14,-12.93,-0.62
2025-09-09,1,0,0.00,0.34,0.34
2025-09-10,2,1,50.00,1.56,0.78
2025-09-11,3,2,66.67,2.03,0.68
2025-09-12,4,3,75.00,2.33,0.58
2025-09-15,5,4,80.00,3.14,0.63
2025-09-16,6,5,83.33,3.31,0.55
2025-09-17,7,5,71.43,1.75,0.25
2025-09-18,8,6,75.00,2.63,0.33
2025-09-19,9,7,77.78,3.18,0.35
2025-09-22,10,7,70.00,0.47,0.05
2025-09-23,11,8,72.73,1.29,0.12
2025-09-24,12,8,66.67,-1.64,-0.14
2025-09-25,13,8,61.54,-2.95,-0.23
2025-09-26,14,8,57.14,-6.19,-0.44
2025-09-29,14,8,57.14,-6.19,-0.44
2025-09-30,15,9,60.00,-5.68,-0.38
2025-10-01,16,10,62.50,-4.64,-0.29
2025-10-03,17,11,64.71,-3.20,-0.19
2025-10-06,18,12,66.67,-2.98,-0.17
2025-10-07,19,12,63.16,-4.31,-0.23
2025-10-08,20,13,65.00,-2.86,-0.14
2025-10-09,21,13,61.90,-3.64,-0.17
2025-10-10,21,14,66.67,-3.41,-0.16
2025-10-13,19,11,57.89,0.46,0.02
2025-10-14,20,12,60.00,2.07,0.10
2025-10-15,21,13,61.90,3.09,0.15
2025-10-16,21,13,61.90,2.39,0.11
2025-10-17,21,13,61.90,2.35,0.11
2025-10-20,19,12,63.16,2.81,0.15
2025-10-21,20,13,65.00,3.63,0.18
2025-10-23,20,14,70.00,6.47,0.32
2025-10-24,20,13,65.00,5.43,0.27
2025-10-27,18,14,77.78,13.04,0.72
2025-10-28,19,15,78.95,13.38,0.70
2025-10-29,20,16,80.00,14.62,0.73
2025-10-30,21,17,80.95,15.16,0.72
2025-10-31,21,17,80.95,15.02,0.72
2025-11-03,20,16,80.00,13.58,0.68
2025-11-04,21,16,76.19,8.65,0.41
2025-11-06,21,16,76.19,11.84,0.56
2025-11-07,21,17,80.95,15.52,0.74
2025-11-10,19,16,84.21,16.24,0.85
2025-11-11,20,17,85.00,17.24,0.86
2025-11-12,21,17,80.95,17.00,0.81
2025-11-13,21,18,85.71,11.62,0.55
